ARO Accession	CVTERM ID	Model Sequence ID	Model ID	Model Name	ARO Name	Protein Accession	DNA Accession
ARO:3001572	37972	1054	521	OXA-386	OXA-386	AHL30273.1	KF986254
ARO:3001573	37973	1135	1858	OXA-387	OXA-387	AHK51384.1	KJ173478
ARO:3001574	37974	1215	1403	OXA-388	OXA-388	AHL30284.1	KJ135343
ARO:3001575	37975	1302	1871	OXA-389	OXA-389	AHL30287.1	KJ135346
ARO:3001576	37976	1380	1402	OXA-390	OXA-390	AHL30283.1	KJ135342
ARO:3001577	37977	1462	67	OXA-391	OXA-391	AHN53381.1	KJ427797
ARO:3001583	37983	1535	1238	OXA-397	OXA-397	AIT76118.1	KM087865
ARO:3001584	37984	1613	1716	OXA-398	OXA-398	AIT76095.1	KM087842
ARO:3001399	37799	1690	470	OXA-4	OXA-4	AET05998.1	JN129451
ARO:3001606	38006	1765	1733	OXA-415	OXA-415	AIG94927.1	KJ865754
ARO:3002496	38896	2112	958	OXA-418	OXA-418	AIN56719.1	KJ997966
ARO:3001769	38169	1934	1728	OXA-42	OXA-42	CAD32564.1	AJ488302
ARO:3003116	39693	2012	1077	OXA-420	OXA-420	BAP28835.1	AB983359
ARO:3003117	39694	811	1536	OXA-421	OXA-421	AIZ00987.1	KM401566
ARO:3003160	39737	892	230	OXA-422	OXA-422	AIY30331.1	KM433671
ARO:3003161	39738	978	1511	OXA-423	OXA-423	AIY30332.1	KM433672
ARO:3003147	39724	1055	2041	OXA-424	OXA-424	AJA32742.1	KM588352
ARO:3003148	39725	1136	1347	OXA-425	OXA-425	AJA32743.1	KM588353
ARO:3003149	39726	1216	96	OXA-426	OXA-426	AJA32744.1	KM588354
ARO:3001770	38170	1303	267	OXA-43	OXA-43	CAD32565.1	AJ488303
ARO:3003162	39739	2121	1115	OXA-435	OXA-435	AJT57878.1	KP144324
ARO:3003128	39705	4261	2876	OXA-436	OXA-436	ARX76025.1	KY863418.1
ARO:3001794	38194	1463	28	OXA-45	OXA-45	CAD58780.1	AJ519683
ARO:3003610	40220	2122	1419	OXA-454	OXA-454	BAR45714.1	LC037981
ARO:3001797	38197	1536	385	OXA-46	OXA-46	AFP97030.1	JX131372
ARO:3001781	38181	1614	1962	OXA-47	OXA-47	AAP69225.1	AY237830
ARO:3001782	38182	1691	1099	OXA-48	OXA-48	AAP70012.1	AY236073
ARO:3001671	38071	1766	1679	OXA-49	OXA-49	AAP40270.1	AY288523
ARO:3001400	37800	1844	909	OXA-5	OXA-5	CAA41211.1	X58272
ARO:3001796	38196	1935	1928	OXA-50	OXA-50	AAQ76277.1	AY306130
ARO:3001612	38012	2013	450	OXA-51	OXA-51	CAC83905.2	AJ309734
ARO:3001810	38210	812	1341	OXA-53	OXA-53	AAP43641.1	AY289608
ARO:3004362	41535	4262	2877	OXA-535	OXA-535	AOQ26572.1	KX828709.1
ARO:3001812	38212	893	441	OXA-54	OXA-54	AAR89917.1	AY500137
ARO:3001813	38213	979	1258	OXA-55	OXA-55	AAR03105.1	AY343493
ARO:3001795	38195	1056	1765	OXA-56	OXA-56	AAR32651.1	AY445080
ARO:3001771	38171	1137	2048	OXA-57	OXA-57	CAF74882.1	AJ631966
ARO:3001611	38011	1217	1112	OXA-58	OXA-58	YP_001840873.1	NC_010605
ARO:3001772	38172	1304	1449	OXA-59	OXA-59	CAG15145.1	AJ632249
ARO:3001808	38208	1381	47	OXA-60	OXA-60	AAQ08905.1	AF525303
ARO:3001773	38173	1464	104	OXA-61	OXA-61	AAT01092.1	AY587956
ARO:3001792	38192	1537	1411	OXA-62	OXA-62	AAR32134.1	AY423074
ARO:3001764	38164	1615	782	OXA-63	OXA-63	AAU88145.1	AY619003
ARO:3001613	38013	1692	959	OXA-64	OXA-64	AAW81336.1	AY750907
ARO:3001614	38014	1767	1325	OXA-65	OXA-65	AAW81337.1	AY750908
ARO:3001615	38015	1845	1870	OXA-66	OXA-66	YP_001846219.1	NC_010611
ARO:3001437	37837	1936	1530	OXA-67	OXA-67	ABF50983.1	DQ491200
ARO:3001616	38016	2014	623	OXA-68	OXA-68	AAW81339.1	AY750910
ARO:3001617	38017	813	55	OXA-69	OXA-69	YP_001713983.1	NC_010410
ARO:3001402	37802	894	1143	OXA-7	OXA-7	CAA53242.1	X75562
ARO:3001618	38018	980	1807	OXA-70	OXA-70	AAW81341.1	AY750912
ARO:3001619	38019	1057	1196	OXA-71	OXA-71	AAW81342.1	AY750913
ARO:3001705	38105	1138	1881	OXA-72	OXA-72	ABP87779.2	EF534256
ARO:3001785	38185	1218	1715	OXA-73	OXA-73	AAW22056.1	AY762325
ARO:3001798	38198	1305	1610	OXA-74	OXA-74	CAH69530.1	AJ854182
ARO:3001620	38020	1382	523	OXA-75	OXA-75	YP_001707429.1	NC_010400
ARO:3001621	38021	1465	1841	OXA-76	OXA-76	AAX51234.1	AY949203
ARO:3001622	38022	1538	560	OXA-77	OXA-77	AAX51233.1	AY949202
ARO:3001645	38045	1616	1551	OXA-78	OXA-78	AAW81358.1	AY862132
ARO:3001633	38033	1693	497	OXA-79	OXA-79	ABV71246.1	EU019534
ARO:3001634	38034	1768	1882	OXA-80	OXA-80	ABV71247.1	EU019535
ARO:3001635	38035	1846	1288	OXA-82	OXA-82	ABV71248.1	EU019536
ARO:3001623	38023	1937	239	OXA-83	OXA-83	ABC26007.1	DQ309277
ARO:3001624	38024	2015	2026	OXA-84	OXA-84	ABC26006.1	DQ309276
ARO:3001780	38180	814	289	OXA-85	OXA-85	AAP69916.1	AY227054
ARO:3001703	38103	895	981	OXA-86	OXA-86	AAZ78361.1	DQ149247
ARO:3001704	38104	981	430	OXA-87	OXA-87	ABC84263.1	DQ348075
ARO:3001626	38026	1058	1132	OXA-88	OXA-88	ABD48715.1	DQ392963
ARO:3001625	38025	1139	1416	OXA-89	OXA-89	ABE03012.1	DQ445683
ARO:3001404	37804	1219	243	OXA-9	OXA-9	AAA98406.1	M55547
ARO:3001650	38050	1306	48	OXA-90	OXA-90	CAJ77809.1	AM231719
ARO:3001627	38027	1383	1575	OXA-91	OXA-91	ABF47914.1	DQ519086
ARO:3001632	38032	1427	902	OXA-92	OXA-92	ABC61637.1	DQ335566
ARO:3001628	38028	1428	457	OXA-93	OXA-93	ABF47916.1	DQ519087
ARO:3001629	38029	1466	899	OXA-94	OXA-94	ABF47917.1	DQ519088
ARO:3001630	38030	1539	1040	OXA-95	OXA-95	ABF47918.1	DQ519089
ARO:3001631	38031	1617	605	OXA-96	OXA-96	ABF47919.1	DQ519090
ARO:3001647	38047	1694	1764	OXA-97	OXA-97	ABO33299.1	EF102240
ARO:3001646	38046	1769	146	OXA-98	OXA-98	CAK50801.1	AM279652
ARO:3001649	38049	1847	1387	OXA-99	OXA-99	ABI53716.1	DQ888718
ARO:3002389	38789	1938	792	OXY-1-1	OXY-1-1	CAA82916.1	Z30177
ARO:3002390	38790	2016	338	OXY-1-2	OXY-1-2	CAI43413.1	AJ871865
ARO:3002391	38791	815	1823	OXY-1-3	OXY-1-3	AAL78275.1	AY077482
ARO:3002392	38792	896	1481	OXY-1-4	OXY-1-4	AAL78276.1	AY077483
ARO:3002394	38794	982	1307	OXY-1-6	OXY-1-6	CAB42615.1	Y17715
ARO:3002396	38796	1059	644	OXY-2-1	OXY-2-1	CAI43414.1	AJ871866
ARO:3002405	38805	1140	1061	OXY-2-10	OXY-2-10	ACV44456.1	FJ785626
ARO:3002397	38797	1220	52	OXY-2-2	OXY-2-2	AAL79541.1	AF473577
ARO:3002398	38798	1307	2045	OXY-2-3	OXY-2-3	AAL78281.2	AY077488
ARO:3002399	38799	1384	1424	OXY-2-4	OXY-2-4	CAB42614.1	Y17714
ARO:3002400	38800	1467	643	OXY-2-5	OXY-2-5	CAG34107.1	AJ746227
ARO:3002401	38801	1540	1869	OXY-2-6	OXY-2-6	AAL78278.2	AY077485
ARO:3002402	38802	1618	428	OXY-2-7	OXY-2-7	CAA88908.1	Z49084
ARO:3002403	38803	1695	203	OXY-2-8	OXY-2-8	AAL17873.1	AY055205
ARO:3002404	38804	1770	785	OXY-2-9	OXY-2-9	ACV44455.1	FJ785625
ARO:3002409	38809	1848	348	OXY-3-1	OXY-3-1	AAN28732.1	AF491278
ARO:3002410	38810	1939	436	OXY-4-1	OXY-4-1	AAL78161.1	AY077481
ARO:3002411	38811	2017	1244	OXY-5-1	OXY-5-1	CAI43417.1	AJ871869
ARO:3002412	38812	816	1311	OXY-5-2	OXY-5-2	CAI43419.1	AJ871871
ARO:3002413	38813	897	42	OXY-6-1	OXY-6-1	CAI43422.1	AJ871874
ARO:3002414	38814	983	637	OXY-6-2	OXY-6-2	CAI43423.1	AJ871875
ARO:3002415	38815	1060	34	OXY-6-3	OXY-6-3	CAI43424.1	AJ871876
ARO:3002416	38816	1141	913	OXY-6-4	OXY-6-4	CAI43425.1	AJ871877
ARO:3000024	36033	3692	2081	patA	patA	NP_417544.5	NC_000913.3
ARO:3000025	36034	3693	2112	patB	patB	NP_358969.1	NC_003098.1
ARO:3000621	36963	4250	726	PC1 beta-lactamase (blaZ)	PC1 beta-lactamase (blaZ)	ABX30738.1	CP000732.1
ARO:3002497	38897	1308	400	PDC-1	PDC-1	ACQ82807.1	FJ666065
ARO:3002509	38909	1385	678	PDC-10	PDC-10	ACQ82815.1	FJ666073
ARO:3002498	38898	1468	1107	PDC-2	PDC-2	ACQ82806.1	FJ666064
ARO:3002500	38900	1541	715	PDC-3	PDC-3	ACQ82808.1	FJ666066
ARO:3002501	38901	1619	1	PDC-4	PDC-4	ACQ82809.1	FJ666067
ARO:3002502	38902	1696	352	PDC-5	PDC-5	ACQ82810.1	FJ666068
ARO:3002505	38905	1771	1446	PDC-6	PDC-6	ACQ82811.1	FJ666069
ARO:3002506	38906	1849	612	PDC-7	PDC-7	ACQ82812.1	FJ666070
ARO:3004336	41504	4209	2852	PDC-73	PDC-73	AKR18013.1	KR057742.1
ARO:3004337	41505	4210	2853	PDC-74	PDC-74	AKR18014.1	KR057743.1
ARO:3004338	41506	4211	2854	PDC-75	PDC-75	AKR18015.1	KR057744.1
ARO:3004339	41507	4212	2855	PDC-76	PDC-76	AKR18016.1	KR057745.1
ARO:3004340	41508	4213	2856	PDC-77	PDC-77	AKR18017.1	KR057746.1
ARO:3004341	41509	4214	2857	PDC-78	PDC-78	AKR18018.1	KR057747.1
ARO:3004342	41510	4215	2858	PDC-79	PDC-79	AKR18019.1	KR057748.1
ARO:3002507	38907	1940	108	PDC-8	PDC-8	ACQ82813.1	FJ666071
ARO:3004343	41511	4216	2859	PDC-80	PDC-80	AKR18020.1	KR057749.1
ARO:3004344	41512	4217	2860	PDC-81	PDC-81	AKR18021.1	KR057750.1
ARO:3004345	41513	4218	2861	PDC-82	PDC-82	AKR18022.1	KR057751.1
ARO:3004346	41514	4219	2862	PDC-83	PDC-83	AKR18023.1	KR057752.1
ARO:3004347	41515	4220	2863	PDC-84	PDC-84	AKR18024.1	KR057753.1
ARO:3004348	41516	4221	2864	PDC-85	PDC-85	AKR18025.1	KR057754.1
ARO:3004349	41517	4222	2865	PDC-86	PDC-86	AKR18026.1	KR057755.1
ARO:3004350	41518	4223	2866	PDC-87	PDC-87	AKR18027.1	KR057756.1
ARO:3004351	41519	4224	2867	PDC-88	PDC-88	AKR18028.1	KR057757.1
ARO:3004352	41520	4225	2868	PDC-89	PDC-89	AKR18029.1	KR057758.1
ARO:3002508	38908	2018	1130	PDC-9	PDC-9	ACQ82814.1	FJ666072
ARO:3004353	41521	4226	2869	PDC-90	PDC-90	AKR18030.1	KR057759.1
ARO:3004354	41522	4227	2870	PDC-91	PDC-91	AKR18031.1	KR057760.1
ARO:3004355	41523	4228	2871	PDC-92	PDC-92	AKR18032.1	KR057761.1
ARO:3004356	41524	4229	2872	PDC-93	PDC-93	AKR18033.1	KR057762.1
ARO:3003670	40288	3429	2228	PEDO-1	PEDO-1	AJP77059	KP109677
ARO:3003714	40368	3428	2229	PEDO-2	PEDO-2	AJP77071	KP109678
ARO:3003715	40369	3427	2230	PEDO-3	PEDO-3	AJP77076	KP109679
ARO:3002363	38763	3414	919	PER-1	PER-1	CAA79968.1	Z21957.1
ARO:3002364	38764	898	491	PER-2	PER-2	CAA63714.1	X93314
ARO:3002365	38765	984	1589	PER-3	PER-3	AAU89132.1	AY740681
ARO:3002366	38766	1061	82	PER-4	PER-4	ACE77058.1	EU748544
ARO:3002367	38767	1142	1534	PER-5	PER-5	ACN22483.1	FJ627180
ARO:3002368	38768	1229	1493	PER-6	PER-6	ADD80743.1	GQ396303
ARO:3002369	38769	1309	863	PER-7	PER-7	AEI54993.1	HQ713678
ARO:3003920	40628	3724	2397	pgpB	pgpB	BAG33043.1	AP009380.1
ARO:3003361	39945	3512	2257	Planobispora rosea EF-Tu mutants conferring resistance to inhibitor GE2270A	Planobispora rosea EF-Tu mutants conferring resistance to inhibitor GE2270A	AAB39605.1	U67308.1
ARO:3002689	39123	486	1342	plasmid-encoded cat (pp-cat)	plasmid-encoded cat (pp-cat)	BAA03718.1	D16171
ARO:3004077	41170	4054	2734	PmpM	PmpM	NP_250052.1	NC_002516.2
ARO:3000822	37202	3674	2003	pmrA	pmrA	NP_358469.1	NC_003098.1
ARO:3003576	40186	2117	516	PmrC	PmrC	BAE78116.1	AP009048
ARO:3003577	40187	2116	842	pmrE	PmrE	AAC75089.1	U00096
ARO:3003578	40188	2115	2014	pmrF	PmrF	AAC75314.1	U00096
ARO:3004114	41238	4096	2781	porin OmpC	porin OmpC	APB87301	KY086517
ARO:3002812	39246	285	2058	pp-flo	pp-flo	BAA07072.1	D37826
ARO:3003974	40779	3795	2462	Propionibacterium acnes gyrA conferring resistance to fluoroquinolones	Propionibacterium acnes gyrA conferring resistance to fluoroquinolones	WP_002530866.1	NC_006085.1
ARO:3004054	41119	4018	2685	Pseudomonas aeruginosa CpxR	Pseudomonas aeruginosa CpxR	SIP52035.1	LT673656.1
ARO:3004038	41082	3989	2655	Pseudomonas aeruginosa emrE	Pseudomonas aeruginosa emrE	NP_253677.1	NC_002516.2
ARO:3003702	40355	3408	2215	Pseudomonas aeruginosa gyrA and parC conferring resistance to fluoroquinolone	Pseudomonas aeruginosa gyrA and parC conferring resistance to fluoroquinolone	BAA37152.1	AB003428.1
ARO:3003684	40319	3384	2196	Pseudomonas aeruginosa gyrA conferring resistance to fluoroquinolones	Pseudomonas aeruginosa gyrA conferring resistance to fluoroquinolones	NP_251858.1	NC_002516.2
ARO:3003686	40321	3421	2224	Pseudomonas aeruginosa oprD with mutation conferring resistance to imipenem	Pseudomonas aeruginosa oprD with mutation conferring resistance to imipenem	NP_249649.1	NC_002516.2
ARO:3003685	40320	3386	2198	Pseudomonas aeruginosa parE conferring resistance to fluoroquinolones	Pseudomonas aeruginosa parE conferring resistance to fluoroquinolones	NP_253654.1	NC_002516.2
ARO:3004107	41228	4087	2775	Pseudomonas aeruginosa soxR	Pseudomonas aeruginosa soxR	NP_250963.1	NC_002516.2
ARO:3003895	40597	3670	1600	Pseudomonas mutant PhoP conferring resistance to colistin	Pseudomonas mutant PhoP conferring resistance to colistin	NP_249870.1	NC_002516.2
ARO:3003896	40598	3672	383	Pseudomonas mutant PhoQ conferring resistance to colistin	Pseudomonas mutant PhoQ conferring resistance to colistin	NP_249871.1	NC_002516.2
ARO:3003688	40325	3389	2201	PvrR	PvrR	AAM15533.1	AF482691.2
ARO:3003046	39480	265	372	qacA	qacA	BAJ09383.1	AB566411
ARO:3003047	39481	307	558	qacB	qacB	AAQ10694.1	AF535087
ARO:3003836	40527	3598	2323	qacH	qacH	AAZ42322.1	DQ149925.1
ARO:3000448	36587	398	1206	qepA	QepA1	AEZ36150.1	JQ064560
ARO:3004103	41215	4083	2771	QepA2	QepA2	WP_032492277.1	NG_050460.1
ARO:3004378	41552	4267	2879	QepA3	QepA3	AEZ36150.1	JQ064560.1
ARO:3004379	41553	4268	2880	QepA4	QepA4	AQX36338.1	KX686116.1
ARO:3002707	39141	403	1987	QnrA1	QnrA1	ABI50486.1	DQ831141
ARO:3002708	39142	465	1508	QnrA2	QnrA2	ADU33193.1	HQ449669
ARO:3002709	39143	510	802	QnrA3	QnrA3	AAZ04782.1	DQ058661
ARO:3002710	39144	553	747	QnrA4	QnrA4	AAZ04783.1	DQ058662
ARO:3002711	39145	588	179	QnrA5	QnrA5	AAZ04784.1	DQ058663
ARO:3002712	39146	3348	1673	QnrA6	QnrA6	AAZ78355.1	DQ151889
ARO:3002713	39147	712	1034	QnrA7	QnrA7	ACV83303.2	GQ463707
ARO:3002714	39148	34	975	QnrB1	QnrB1	ABC86904.1	DQ351241
ARO:3002724	39158	88	139	QnrB10	QnrB10	ABG56269.1	DQ631414
ARO:3002725	39159	146	411	QnrB11	QnrB11	ABS30107.1	EF653270
ARO:3002726	39160	176	1280	QnrB12	QnrB12	CAO82104.1	AM774474
ARO:3002727	39161	213	266	QnrB13	QnrB13	ABX72042.1	EU273755
ARO:3002728	39163	255	843	QnrB14	QnrB14	ABX72044.1	EU273757
ARO:3002730	39164	297	1414	QnrB15	QnrB15	ABX72227.1	EU302865
ARO:3002731	39165	349	1564	QnrB16	QnrB16	ABV66096.1	EU136183
ARO:3002732	39166	388	498	QnrB17	QnrB17	CAP45902.1	AM919398
ARO:3002733	39167	424	116	QnrB18	QnrB18	CAP45903.1	AM919399
ARO:3002734	39168	484	581	QnrB19	QnrB19	AGK90303.1	JX298080
ARO:3002715	39149	531	353	QnrB2	QnrB2	ABO93588.1	EF488762
ARO:3002735	39169	573	1856	QnrB20	QnrB20	BAG55487.1	AB379831
ARO:3002736	39170	609	740	QnrB21	QnrB21	ACM50952.1	FJ611948
ARO:3002737	39171	689	1174	QnrB22	QnrB22	ACS71746.1	FJ981621
ARO:3002738	39172	720	346	QnrB23	QnrB23	ACS71747.1	FJ981622
ARO:3002739	39173	756	354	QnrB24	QnrB24	ADI46626.1	HM192542
ARO:3002740	39174	73	781	QnrB25	QnrB25	ADN94685.1	HQ172108
ARO:3002741	39175	114	1470	QnrB26	QnrB26	AEH59666.1	HQ386846
ARO:3002742	39176	156	1590	QnrB27	QnrB27	ADM52186.1	HM439641
ARO:3002743	39177	191	552	QnrB28	QnrB28	ADM52188.1	HM439643
ARO:3002744	39178	235	1102	QnrB29	QnrB29	ADM52193.1	HM439649
ARO:3002716	39150	277	548	QnrB3	QnrB3	ABC17629.1	DQ303920
ARO:3002745	39179	327	1940	QnrB30	QnrB30	ADM52194.1	HM439650
ARO:3002746	39180	369	2044	QnrB31	QnrB31	ADQ43424.1	HQ418999
ARO:3002747	39181	405	716	QnrB32	QnrB32	AEL00450.1	JN173054
ARO:3002748	39182	468	1048	QnrB33	QnrB33	AEL00451.1	JN173055
ARO:3002749	39183	512	1160	QnrB34	QnrB34	AEL00452.1	JN173056
ARO:3002750	39184	555	1760	QnrB35	QnrB35	AEL00456.1	JN173057
ARO:3002751	39185	591	272	QnrB36	QnrB36	AEL00458.1	JN173058
ARO:3002752	39186	679	891	QnrB37	QnrB37	AEL00459.1	JN173059
ARO:3002753	39187	715	99	QnrB38	QnrB38	AEL00461.1	JN173060
ARO:3002718	39152	748	1707	QnrB4	QnrB4	ABC17630.2	DQ303921
ARO:3002755	39189	644	1267	QnrB40	QnrB40	AEL31271.1	JN166689
ARO:3002756	39190	645	594	QnrB41	QnrB41	AEL31272.1	JN166690
ARO:3002757	39191	35	358	QnrB42	QnrB42	AEQ94272.1	JN680743
ARO:3002758	39192	633	2028	QnrB43	QnrB43	AFA52643.1	JQ349151
ARO:3002759	39193	634	1789	QnrB44	QnrB44	AFA52645.1	JQ349153
ARO:3002760	39194	635	1209	QnrB45	QnrB45	AFA52644.1	JQ349152
ARO:3002761	39195	89	625	QnrB46	QnrB46	ADW54092.1	HQ704413
ARO:3002762	39196	147	58	QnrB47	QnrB47	AFU25658.1	JX440358
ARO:3002763	39197	177	946	QnrB48	QnrB48	AFH88686.1	JQ762640
ARO:3002764	39198	214	484	QnrB49	QnrB49	AFD54601.1	JQ582718
ARO:3002719	39153	256	1809	QnrB5	QnrB5	ABC17628.1	DQ303919
ARO:3002765	39199	298	1588	QnrB50	QnrB50	AFU25656.1	JX440357
ARO:3002767	39201	350	324	QnrB54	QnrB54	CCI51002.2	HE820727
ARO:3002768	39202	389	827	QnrB55	QnrB55	AHE41343.1	KF730650
ARO:3002769	39203	425	1263	QnrB56	QnrB56	AFR46587.1	JX259317
ARO:3002770	39204	485	1636	QnrB57	QnrB57	AFR46588.1	JX259318
ARO:3002771	39205	532	40	QnrB58	QnrB58	AFR46589.1	JX259319
ARO:3002772	39206	574	539	QnrB59	QnrB59	AFR46590.1	JX259320
ARO:3002720	39154	610	417	QnrB6	QnrB6	ABP87778.1	EF520349
ARO:3002773	39207	690	2011	QnrB60	QnrB60	BAN04743.1	AB734055
ARO:3002774	39208	721	382	QnrB61	QnrB61	BAN04737.1	AB734053
ARO:3002775	39209	757	852	QnrB62	QnrB62	AFY16910.1	JX987101
ARO:3002776	39210	74	1513	QnrB64	QnrB64	AGL43625.1	KC580653
ARO:3002777	39211	115	577	QnrB65	QnrB65	AGL43626.1	KC580654
ARO:3002778	39212	157	71	QnrB66	QnrB66	AGL43627.1	KC580655
ARO:3002779	39213	192	1683	QnrB67	QnrB67	AGL43628.1	KC580656
ARO:3002780	39214	236	1257	QnrB68	QnrB68	AGL43629.1	KC580657
ARO:3002781	39215	278	1369	QnrB69	QnrB69	AGL43630.1	KC580658
ARO:3002721	39155	328	765	QnrB7	QnrB7	ABW03156.3	EU043311
ARO:3002782	39216	370	938	QnrB70	QnrB70	AGL43631.1	KC580659
ARO:3002783	39217	406	388	QnrB71	QnrB71	AGL43632.1	KC580660
ARO:3002784	39218	469	2049	QnrB72	QnrB72	AGN92479.1	KC741443
ARO:3002785	39219	513	1063	QnrB73	QnrB73	AGT59159.1	KF443075
ARO:3002786	39220	556	1993	QnrB74	QnrB74	AHX97725.1	KJ415247
ARO:3002722	39156	592	1335	QnrB8	QnrB8	ABW03157.2	EU043312
ARO:3002723	39157	681	1579	QnrB9	QnrB9	ABP88094.1	EF526508
ARO:3002787	39221	508	1609	QnrC	QnrC	ACK75961.1	EU917444
ARO:3002788	39222	746	822	QnrD1	QnrD1	ACG70184.1	FJ228229
ARO:3002789	39223	33	517	QnrD2	QnrD2	AHY03238.1	KJ158441
ARO:3002790	39224	87	381	QnrS1	QnrS1	ABG56870.1	DQ449578
ARO:3002791	39225	145	1832	QnrS2	QnrS2	ABF47470.1	DQ485530
ARO:3002792	39226	175	1270	QnrS3	QnrS3	ABU52984.1	EU077611
ARO:3002793	39227	212	682	QnrS4	QnrS4	ACJ24509.1	FJ418153
ARO:3002794	39228	254	393	QnrS5	QnrS5	AEG74319.1	HQ631377
ARO:3002795	39229	296	60	QnrS6	QnrS6	AEG74318.1	HQ631376
ARO:3002796	39230	348	1775	QnrS7	QnrS7	AHE41344.1	KF730651
ARO:3002797	39231	387	234	QnrS8	QnrS8	AHE41345.1	KF730652
ARO:3002798	39232	632	699	QnrS9	QnrS9	AHF20043.1	KF732714
ARO:3002799	39233	423	1351	QnrVC1	QnrVC1	ACC54440.2	EU436855
ARO:3002800	39234	483	1803	QnrVC3	QnrVC3	ADI81040.1	HM015626
ARO:3002801	39235	530	452	QnrVC4	QnrVC4	ADI55014.1	GQ891757
ARO:3002802	39236	572	1150	QnrVC5	QnrVC5	AEM62764.1	JN408080
ARO:3002803	39237	631	1583	QnrVC6	QnrVC6	AGH08253.1	KC202804
ARO:3003193	39770	3307	1859	QnrVC7	QnrVC7	AJA36815.1	KM555152
ARO:3003565	40174	3308	332	r39 beta-lactamase	R39	CAA37699.1	X53650
ARO:3000823	37203	289	1665	ramA	ramA	AFK13828.1	JQ727668
ARO:3000245	36384	356	1425	RbpA	RbpA	ADV91011.1	HQ203032
ARO:3003563	40170	3306	882	RCP-1	RCP-1	CAA33795.1	X15791
ARO:3002883	39317	402	134	rgt1438	rgt1438	AFO53532.1	JX028276
ARO:3004291	41455	4196	2844	Rhodobacter sphaeroides ampC beta-lactamase	Rhodobacter sphaeroides ampC beta-lactamase	YP_355256.1	NC_007494.2
ARO:3002701	39135	663	250	Rhodococcus fascians cmr	Rhodococcus fascians cmr	CAA78046.1	Z12001
ARO:3001301	37700	3534	2274	RlmA(II)	RlmA(II)	AJD73064.1	CP007593.1
ARO:3003894	40596	3669	2375	Rm3 beta-lactamase	Rm3	AGU01679.2	KF485393.2
ARO:3000859	37239	533	1854	rmtA	rmtA	BAC20579.1	AB083212
ARO:3000860	37240	575	904	rmtB	rmtB	YP_001816610.1	NC_010558
ARO:3000861	37241	3396	1540	rmtC	rmtC	AIA09786.1	KJ476816.1
ARO:3002667	39067	611	1843	rmtD	rmtD	ABY64751.1	EU269034
ARO:3002666	39066	691	1852	rmtF	rmtF	AFJ11385.1	JQ808129
ARO:3002668	39068	93	1382	rmtG	rmtG	AGE00988.1	JX486113
ARO:3003198	39781	3309	41	rmtH	rmtH	AGH19769.1	KC544262
ARO:3002995	39429	1386	596	ROB-1	ROB-1	CAA37052.1	X52872
ARO:3003048	39482	334	1261	rosA	rosA	AAC60781.1	U46859
ARO:3003049	39483	377	507	rosB	rosB	AAC60780.1	U46859
ARO:3000444	36583	7	910	rphA	rphA	AIA08936.1	KJ151292
ARO:3003992	40874	3864	2528	rphB	rphB	APB03222.1	KX531052.1
ARO:3000501	36640	4176	2831	Nocardia rifampin resistant beta-subunit of RNA polymerase (rpoB2)	rpoB2	BAD59497.1	AP006618.1
ARO:3003930	40640	3732	2406	rpsJ	rpsJ	YP_208874.1	NC_002946.2
ARO:3004444	41637	4271	2884	RSA-1	RSA-1	AUW34365.1	MG739510.1
ARO:3004445	41638	4272	2885	RSA-2	RSA-2	AUW34359.1	MG739504.1
ARO:3003749	40405	3519	2265	salA	salA	AGN74946	KC693025
ARO:3002691	39125	623	328	Salmonella enterica cmlA	Salmonella enterica cmlA	CAD31707.1	AJ487033
ARO:3003926	40635	3729	2403	Salmonella enterica gyrA conferring resistance to fluoroquinolones	Salmonella enterica gyrA conferring resistance to fluoroquinolones	NP_461214.1	NC_003197.1
ARO:3004334	41502	4207	2850	Salmonella enterica gyrA with mutation conferring resistance to triclosan	Salmonella enterica gyrA with mutation conferring resistance to triclosan	NP_461214.1	NC_003197.2
ARO:3003939	40662	3739	2410	Salmonella enterica parC conferring resistance to fluoroquinolones	Salmonella enterica parC conferring resistance to fluoroquinolones	NP_462089.1	NC_003197.1
ARO:3003379	39963	2060	1894	Salmonella enterica ramR mutants	Salmonella enterica ramR mutants	ACH50230.1	CP001138
ARO:3003382	39966	3574	2075	Salmonella enterica soxR with mutation conferring antibiotic resistance	Salmonella enterica soxR with mutation conferring antibiotic resistance	NP_458564.1	NC_003198.1
ARO:3003307	39891	2092	1696	Salmonella serovars gyrB conferring resistance to fluoroquinolone	Salmonella serovars gyrB conferring resistance to fluoroquinolone	NP_462735.1	NC_003197
ARO:3003317	39901	2094	1323	Salmonella serovars parE conferring resistance to fluoroquinolones	Salmonella serovars parE conferring resistance to fluoroquinolones	NP_462096.1	NC_003197
ARO:3003383	39967	2098	1671	Salmonella serovars soxS with mutation conferring antibiotic resistance	Salmonella serovars soxS with mutation conferring antibiotic resistance	NP_463130.1	NC_003197
ARO:3002895	39329	584	1285	SAT-1	SAT-2	BAD95494.1	AB211124
ARO:3002898	39332	673	531	SAT-3	SAT-3	CAA88265.1	Z48231
ARO:3002897	39331	459	1505	SAT-4	SAT-4	AAB53445.1	U01945
ARO:3000489	36628	464	432	sav1866	sav1866	YP_186749.1	NC_002951
ARO:3000826	37206	722	228	sdiA	sdiA	NP_460903.1	NC_003197
